Timestamp,Plant_ID,Soil_Moisture,Ambient_Temperature,Humidity
2024-08-04 05:00:00,1,29.03792107887181,23.573387484527874 ,56.107581735896275
2024-08-04 06:00:00,1,20.7937301586471,23.148506017008554,52.77336185849758
2024-08-04 07:00:00,1,26.249896374270108,23.396942444999862,42.8909336156407
2024-08-04 08:00:00,1,12.801455337953044,21.81770590700519,53.030565981651804
2024-08-04 09:00:00,1,40.049966952512094,22.12141037783682,50.6679930979592
2024-08-04 10:00:00,1,38.76573172875861,21.46343403894607,57.1600781852107
2024-08-04 11:00:00,1,19.165179382414934,23.60832781399697,54.748267265455226
2024-08-04 12:00:00,1,30.06284187961404,18.32241496973967,60.104933525057234
2024-08-04 13:00:00,1,25.786085731779977,22.112152297869507,59.35711148068796
2024-08-04 14:00:00,1,18.5598389984081,28.79280022745888,50.58788191278758
2024-08-04 15:00:00,1,11.616864194002959,26.40087467866423,61.34107267171695
2024-08-04 16:00:00,1,24.345118137331525,28.75345758556594,61.20777237602485
2024-08-04 17:00:00,1,24.624126858123336,24.071913170037966,64.2769608549775
2024-08-04 18:00:00,1,22.36789518131109,20.702254109940842,71.34481932318306
2024-08-04 19:00:00,1,26.36413278169565,19.387621742715776,58.489527541928666
2024-08-04 20:00:00,1,24.440180322694435,22.259076404009242,58.31717884017964
2024-08-04 21:00:00,1,31.17359684463433,22.2673633313296,53.394320093368854
2024-08-04 22:00:00,1,38.13919869127476,21.407318960928496,49.25426344330619
2024-08-04 23:00:00,1,29.85101698120235,22.76323170058206,65.83435482085665
2024-08-05 00:00:00,1,13.002956696173525,24.03712297686338,58.45701392990615
2024-08-05 01:00:00,1,24.068516931030487,23.024700029531477,37.14383432835665
2024-08-05 02:00:00,1,22.391500807153264,27.513119414114776,52.864647034847955
2024-08-05 03:00:00,1,34.92254001369813,26.99600736855183,55.86805175494804
2024-08-05 04:00:00,1,26.08780838873746,20.735591623990693,56.924332195004894
2024-08-05 05:00:00,1,33.70408760070097,17.823021687900187,35.95358909559083
2024-08-05 06:00:00,1,14.261906016682843,22.906090242175864,50.66439537388072
2024-08-05 07:00:00,1,24.144018154670807,30.921739023925852,66.28747125992986
2024-08-05 08:00:00,1,26.328270480700613,25.30239302443358,43.09180981137082
2024-08-05 09:00:00,1,1.369831929703217,21.83538687803042,51.630869058506015
2024-08-05 10:00:00,1,12.481283001799051,32.07124980744914,74.7973756337099
